[489.0, 18.0]	[468.0, 30.0]	[484.5, 24.0]	[496.5, 21.0]	[508.5, 19.5]	[520.5, 19.5]	[532.5, 22.5]	[544.5, 28.5]	[544.5, 25.5]	[528.0, 18.0]	[508.5, 15.0]	[496.5, 16.5]	[484.5, 19.5]	[472.5, 27.0]	[460.5, 33.0]	[448.5, 36.0]	[444.0, 45.0]	[439.5, 51.0]	[414.0, 63.0]	[397.5, 75.0]	[393.0, 87.0]	[393.0, 99.0]	[382.5, 111.0]																																																																												
[330.0, 834.0]	[325.5, 829.5]	[313.5, 834.0]	[301.5, 831.0]	[300.0, 828.0]	[312.0, 825.0]	[324.0, 822.0]	[330.0, 820.5]	[334.5, 832.5]	[321.0, 835.5]	[319.5, 847.5]	[319.5, 859.5]	[333.0, 868.5]	[327.0, 882.0]	[325.5, 894.0]	[325.5, 906.0]	[325.5, 918.0]	[324.0, 930.0]	[324.0, 942.0]	[322.5, 954.0]	[322.5, 966.0]	[327.0, 978.0]	[328.5, 987.0]																																																																												
[313.5, 969.0]	[313.5, 957.0]	[315.0, 945.0]	[315.0, 933.0]	[321.0, 918.0]	[321.0, 906.0]	[322.5, 894.0]	[313.5, 889.5]	[313.5, 889.5]	[312.0, 901.5]	[312.0, 913.5]	[319.5, 930.0]	[319.5, 942.0]	[319.5, 954.0]	[318.0, 966.0]	[325.5, 972.0]	[328.5, 960.0]	[328.5, 948.0]	[330.0, 936.0]	[330.0, 919.5]	[331.5, 907.5]	[331.5, 895.5]	[331.5, 883.5]	[321.0, 883.5]	[309.0, 885.0]	[307.5, 879.0]	[319.5, 876.0]	[331.5, 871.5]	[331.5, 867.0]																																																																						
[318.0, 892.5]	[316.5, 904.5]	[316.5, 916.5]	[312.0, 928.5]	[310.5, 943.5]	[309.0, 955.5]	[309.0, 967.5]																																																																																												
[324.0, 993.0]	[312.0, 991.5]	[300.0, 993.0]	[288.0, 994.5]																																																																																															
[247.5, 952.5]	[235.5, 951.0]	[223.5, 951.0]	[219.0, 949.5]	[231.0, 933.0]	[243.0, 933.0]	[246.0, 937.5]	[250.5, 949.5]	[250.5, 957.0]	[246.0, 969.0]	[232.5, 981.0]	[226.5, 993.0]	[225.0, 1005.0]	[225.0, 1017.0]																																																																																					
[207.0, 997.5]	[204.0, 993.0]	[213.0, 976.5]	[214.5, 964.5]	[216.0, 952.5]	[208.5, 937.5]	[213.0, 925.5]	[213.0, 913.5]	[210.0, 904.5]	[208.5, 910.5]																																																																																									
[207.0, 898.5]	[219.0, 895.5]																																																																																																	
[210.0, 864.0]	[210.0, 876.0]	[207.0, 888.0]	[207.0, 904.5]	[202.5, 916.5]	[202.5, 928.5]	[201.0, 940.5]	[199.5, 952.5]	[198.0, 964.5]	[196.5, 976.5]	[187.5, 972.0]	[187.5, 960.0]	[189.0, 948.0]	[190.5, 936.0]	[192.0, 924.0]	[192.0, 912.0]	[193.5, 900.0]	[195.0, 888.0]	[196.5, 876.0]	[198.0, 864.0]	[201.0, 861.0]	[201.0, 861.0]	[205.5, 873.0]	[204.0, 885.0]																																																																											
[198.0, 858.0]	[210.0, 855.0]	[222.0, 853.5]	[222.0, 864.0]	[222.0, 876.0]	[220.5, 888.0]	[219.0, 904.5]	[219.0, 916.5]	[217.5, 928.5]	[217.5, 940.5]	[210.0, 952.5]	[208.5, 964.5]	[207.0, 976.5]	[207.0, 981.0]	[220.5, 982.5]	[234.0, 978.0]	[246.0, 967.5]	[249.0, 976.5]	[247.5, 988.5]	[247.5, 1000.5]	[247.5, 1012.5]																																																																														
[265.5, 981.0]	[253.5, 981.0]	[241.5, 981.0]	[220.5, 966.0]	[225.0, 957.0]	[237.0, 957.0]																																																																																													
[232.5, 931.5]	[222.0, 943.5]	[219.0, 955.5]	[220.5, 967.5]	[228.0, 979.5]	[231.0, 993.0]	[229.5, 1005.0]	[229.5, 1017.0]																																																																																											
[196.5, 996.0]	[184.5, 997.5]	[180.0, 991.5]	[192.0, 991.5]	[204.0, 993.0]	[204.0, 987.0]	[192.0, 987.0]	[180.0, 988.5]																																																																																											
[157.5, 978.0]	[159.0, 966.0]	[160.5, 954.0]	[162.0, 942.0]	[163.5, 930.0]	[163.5, 918.0]	[151.5, 915.0]	[151.5, 904.5]	[163.5, 903.0]																																																																																										
[153.0, 874.5]	[153.0, 886.5]	[153.0, 898.5]	[151.5, 915.0]	[150.0, 927.0]	[148.5, 939.0]	[147.0, 951.0]	[145.5, 963.0]	[145.5, 975.0]																																																																																										
[135.0, 969.0]	[136.5, 957.0]	[138.0, 945.0]	[139.5, 933.0]	[139.5, 921.0]	[141.0, 909.0]	[142.5, 897.0]	[144.0, 885.0]	[147.0, 873.0]	[148.5, 873.0]	[145.5, 870.0]	[157.5, 867.0]	[163.5, 865.5]	[166.5, 877.5]	[166.5, 889.5]	[165.0, 901.5]	[159.0, 915.0]	[157.5, 927.0]	[156.0, 939.0]	[154.5, 954.0]	[153.0, 966.0]	[151.5, 978.0]	[151.5, 975.0]																																																																												
[154.5, 990.0]	[142.5, 990.0]	[130.5, 990.0]	[127.5, 994.5]	[139.5, 994.5]	[151.5, 993.0]	[153.0, 997.5]	[141.0, 997.5]	[129.0, 999.0]																																																																																										
[204.0, 984.0]	[192.0, 984.0]	[180.0, 985.5]	[168.0, 984.0]	[156.0, 985.5]	[144.0, 987.0]	[132.0, 987.0]	[120.0, 987.0]	[103.5, 981.0]	[91.5, 988.5]	[85.5, 999.0]	[90.0, 979.5]	[90.0, 967.5]	[91.5, 955.5]	[93.0, 943.5]	[94.5, 931.5]	[96.0, 919.5]	[97.5, 907.5]	[99.0, 895.5]	[102.0, 883.5]	[103.5, 883.5]	[102.0, 879.0]	[114.0, 877.5]	[120.0, 880.5]	[118.5, 892.5]	[117.0, 904.5]	[106.5, 921.0]	[105.0, 933.0]	[103.5, 945.0]	[102.0, 957.0]	[100.5, 969.0]	[99.0, 981.0]	[100.5, 1000.5]																																																																		
[67.5, 990.0]	[58.5, 981.0]	[60.0, 969.0]	[63.0, 957.0]	[63.0, 945.0]	[66.0, 933.0]	[75.0, 916.5]	[76.5, 904.5]	[78.0, 892.5]	[75.0, 885.0]	[63.0, 888.0]	[64.5, 891.0]	[63.0, 891.0]	[60.0, 903.0]	[58.5, 915.0]	[57.0, 927.0]																																																																																			
[67.5, 892.5]	[69.0, 904.5]	[67.5, 916.5]	[72.0, 933.0]	[70.5, 945.0]	[69.0, 957.0]	[67.5, 969.0]	[66.0, 981.0]	[61.5, 987.0]	[69.0, 990.0]	[81.0, 988.5]	[87.0, 996.0]	[99.0, 996.0]	[99.0, 991.5]	[103.5, 988.5]																																																																																				
[57.0, 997.5]	[45.0, 999.0]	[45.0, 994.5]	[57.0, 993.0]																																																																																															
[30.0, 987.0]	[31.5, 975.0]	[33.0, 963.0]	[34.5, 951.0]	[36.0, 939.0]	[39.0, 922.5]	[40.5, 910.5]	[42.0, 898.5]	[30.0, 898.5]	[33.0, 900.0]	[33.0, 912.0]	[31.5, 924.0]	[31.5, 936.0]	[28.5, 948.0]	[27.0, 960.0]	[25.5, 972.0]	[24.0, 984.0]																																																																																		
[24.0, 1002.0]	[12.0, 1002.0]	[12.0, 999.0]	[24.0, 997.5]	[22.5, 991.5]	[10.5, 999.0]	[12.0, 991.5]	[0.0, 993.0]																																																																																											
[0.0, 1011.0]	[12.0, 1018.5]																																																																																																	
[49.5, 990.0]	[37.5, 990.0]	[25.5, 991.5]	[18.0, 994.5]	[16.5, 975.0]	[18.0, 963.0]	[19.5, 951.0]	[21.0, 939.0]	[22.5, 927.0]	[24.0, 915.0]	[27.0, 903.0]	[40.5, 894.0]	[28.5, 895.5]																																																																																						
[0.0, 901.5]	[9.0, 903.0]	[7.5, 915.0]	[6.0, 927.0]	[3.0, 943.5]	[1.5, 955.5]	[1.5, 967.5]																																																																																												
[4.5, 933.0]	[1.5, 921.0]	[4.5, 909.0]	[0.0, 906.0]																																																																																															
[0.0, 865.5]	[12.0, 862.5]	[24.0, 858.0]	[36.0, 855.0]	[48.0, 852.0]	[60.0, 847.5]	[72.0, 844.5]	[84.0, 841.5]	[96.0, 837.0]	[108.0, 834.0]	[120.0, 831.0]	[132.0, 826.5]	[144.0, 823.5]	[156.0, 820.5]	[168.0, 816.0]	[180.0, 813.0]	[192.0, 810.0]	[204.0, 805.5]	[216.0, 802.5]	[228.0, 799.5]	[240.0, 795.0]	[252.0, 792.0]	[264.0, 789.0]	[273.0, 795.0]																																																																											
[240.0, 792.0]	[228.0, 795.0]	[216.0, 798.0]	[204.0, 802.5]	[192.0, 805.5]	[180.0, 808.5]	[168.0, 813.0]	[156.0, 816.0]	[144.0, 819.0]	[132.0, 823.5]	[120.0, 826.5]	[108.0, 829.5]	[96.0, 834.0]	[84.0, 837.0]	[72.0, 840.0]	[60.0, 844.5]	[48.0, 847.5]	[36.0, 850.5]	[24.0, 855.0]	[12.0, 858.0]	[0.0, 861.0]																																																																														
[85.5, 802.5]	[73.5, 805.5]	[72.0, 805.5]	[75.0, 790.5]	[76.5, 778.5]	[78.0, 766.5]	[81.0, 754.5]	[82.5, 742.5]	[84.0, 730.5]	[85.5, 718.5]	[87.0, 706.5]	[99.0, 699.0]	[87.0, 705.0]	[85.5, 712.5]	[93.0, 714.0]	[91.5, 726.0]	[94.5, 742.5]	[94.5, 754.5]	[93.0, 766.5]	[91.5, 778.5]	[90.0, 790.5]	[84.0, 802.5]																																																																													
[132.0, 781.5]	[133.5, 769.5]	[135.0, 757.5]	[136.5, 745.5]	[138.0, 733.5]	[130.5, 724.5]	[127.5, 727.5]	[139.5, 709.5]																																																																																											
[127.5, 690.0]	[132.0, 696.0]	[130.5, 708.0]	[130.5, 720.0]	[133.5, 733.5]	[132.0, 745.5]	[130.5, 757.5]	[129.0, 769.5]	[126.0, 781.5]																																																																																										
[162.0, 771.0]	[166.5, 759.0]	[168.0, 747.0]	[169.5, 735.0]	[171.0, 723.0]	[172.5, 711.0]	[184.5, 699.0]	[180.0, 687.0]	[183.0, 675.0]	[189.0, 663.0]	[183.0, 669.0]																																																																																								
[171.0, 667.5]	[175.5, 676.5]	[174.0, 688.5]	[178.5, 705.0]	[177.0, 717.0]	[175.5, 729.0]	[175.5, 741.0]	[174.0, 753.0]	[171.0, 765.0]																																																																																										
[226.5, 748.5]	[214.5, 756.0]	[216.0, 751.5]	[219.0, 739.5]	[219.0, 727.5]	[220.5, 715.5]	[222.0, 703.5]	[222.0, 691.5]	[229.5, 679.5]	[232.5, 670.5]	[232.5, 658.5]	[235.5, 646.5]	[241.5, 634.5]	[234.0, 648.0]	[240.0, 643.5]	[240.0, 655.5]	[238.5, 667.5]	[238.5, 685.5]	[237.0, 697.5]	[235.5, 709.5]	[235.5, 721.5]	[234.0, 733.5]	[232.5, 745.5]																																																																												
[223.5, 684.0]	[235.5, 676.5]	[235.5, 672.0]	[223.5, 672.0]																																																																																															
[220.5, 643.5]	[226.5, 649.5]	[225.0, 661.5]	[223.5, 673.5]	[229.5, 690.0]	[229.5, 702.0]	[228.0, 714.0]	[228.0, 726.0]	[226.5, 738.0]																																																																																										
[184.5, 699.0]	[172.5, 705.0]	[172.5, 696.0]	[184.5, 706.5]	[184.5, 718.5]	[183.0, 730.5]	[181.5, 742.5]	[180.0, 754.5]	[178.5, 766.5]	[178.5, 766.5]	[166.5, 774.0]	[163.5, 771.0]	[157.5, 766.5]	[159.0, 754.5]	[160.5, 742.5]	[162.0, 730.5]	[163.5, 718.5]	[163.5, 706.5]	[165.0, 694.5]	[166.5, 682.5]	[169.5, 670.5]	[180.0, 658.5]	[181.5, 658.5]	[169.5, 664.5]																																																																											
[142.5, 679.5]	[139.5, 691.5]	[138.0, 703.5]	[138.0, 715.5]	[127.5, 729.0]	[126.0, 741.0]	[124.5, 753.0]	[124.5, 765.0]	[121.5, 777.0]	[132.0, 780.0]	[124.5, 789.0]	[112.5, 792.0]	[111.0, 792.0]	[114.0, 780.0]	[115.5, 768.0]	[117.0, 756.0]	[118.5, 744.0]	[120.0, 732.0]	[121.5, 720.0]	[123.0, 708.0]	[124.5, 696.0]	[129.0, 684.0]	[138.0, 679.5]	[126.0, 685.5]																																																																											
[102.0, 700.5]	[100.5, 712.5]	[99.0, 724.5]	[91.5, 741.0]	[88.5, 753.0]	[87.0, 765.0]	[85.5, 777.0]	[84.0, 789.0]																																																																																											
[52.5, 811.5]	[54.0, 799.5]	[57.0, 787.5]	[58.5, 775.5]	[60.0, 763.5]	[57.0, 745.5]	[58.5, 733.5]	[54.0, 726.0]	[52.5, 723.0]	[64.5, 717.0]	[54.0, 726.0]	[51.0, 738.0]	[48.0, 750.0]	[46.5, 762.0]	[45.0, 774.0]	[43.5, 786.0]	[42.0, 798.0]	[40.5, 810.0]	[39.0, 814.5]	[43.5, 817.5]																																																																															
[13.5, 828.0]	[7.5, 825.0]	[9.0, 819.0]	[12.0, 807.0]	[13.5, 795.0]	[15.0, 783.0]	[16.5, 771.0]	[19.5, 759.0]	[21.0, 747.0]	[28.5, 735.0]	[22.5, 738.0]	[25.5, 742.5]	[25.5, 754.5]	[27.0, 766.5]	[22.5, 778.5]	[21.0, 790.5]	[19.5, 802.5]	[16.5, 814.5]																																																																																	
[1.5, 777.0]	[3.0, 765.0]	[4.5, 753.0]	[0.0, 750.0]																																																																																															
[34.5, 733.5]	[33.0, 745.5]	[31.5, 757.5]	[28.5, 774.0]	[25.5, 786.0]	[24.0, 798.0]	[22.5, 810.0]	[21.0, 822.0]																																																																																											
[109.5, 885.0]	[108.0, 897.0]	[108.0, 909.0]	[112.5, 925.5]	[111.0, 937.5]	[109.5, 949.5]	[109.5, 961.5]	[106.5, 973.5]	[108.0, 978.0]																																																																																										
[268.5, 1020.0]	[270.0, 1008.0]	[270.0, 996.0]	[271.5, 984.0]	[274.5, 972.0]	[274.5, 960.0]	[274.5, 948.0]	[276.0, 936.0]																																																																																											
[307.5, 928.5]	[319.5, 924.0]	[328.5, 927.0]																																																																																																
[303.0, 964.5]	[304.5, 952.5]	[306.0, 940.5]	[307.5, 928.5]	[306.0, 916.5]	[307.5, 904.5]	[309.0, 892.5]	[307.5, 880.5]	[309.0, 868.5]	[310.5, 856.5]	[310.5, 844.5]	[315.0, 832.5]	[309.0, 825.0]	[300.0, 837.0]	[298.5, 849.0]	[297.0, 861.0]	[297.0, 873.0]	[297.0, 885.0]	[295.5, 897.0]	[295.5, 909.0]	[294.0, 921.0]	[294.0, 933.0]	[292.5, 945.0]	[292.5, 957.0]	[291.0, 969.0]	[288.0, 990.0]	[289.5, 988.5]	[301.5, 987.0]	[313.5, 987.0]																																																																						
[307.5, 814.5]	[298.5, 817.5]	[310.5, 814.5]	[322.5, 811.5]	[334.5, 808.5]																																																																																														
[327.0, 759.0]	[295.5, 771.0]																																																																																																	
[331.5, 753.0]	[298.5, 765.0]	[295.5, 766.5]	[307.5, 762.0]	[319.5, 757.5]	[331.5, 753.0]	[343.5, 751.5]	[355.5, 748.5]	[370.5, 751.5]	[382.5, 748.5]	[394.5, 747.0]	[406.5, 745.5]	[418.5, 745.5]	[430.5, 744.0]	[442.5, 742.5]	[454.5, 741.0]	[466.5, 741.0]	[478.5, 739.5]																																																																																	
[510.0, 657.0]	[511.5, 661.5]	[513.0, 645.0]	[510.0, 652.5]	[520.5, 658.5]	[526.5, 661.5]																																																																																													
[523.5, 648.0]	[516.0, 651.0]																																																																																																	
[507.0, 636.0]	[510.0, 628.5]	[522.0, 628.5]	[534.0, 628.5]	[550.5, 628.5]	[562.5, 628.5]	[559.5, 634.5]	[547.5, 634.5]	[541.5, 631.5]	[553.5, 631.5]																																																																																									
[565.5, 625.5]	[565.5, 613.5]	[564.0, 601.5]	[565.5, 589.5]	[570.0, 570.0]	[570.0, 558.0]	[561.0, 547.5]	[549.0, 547.5]	[537.0, 546.0]	[525.0, 546.0]	[513.0, 546.0]	[501.0, 547.5]	[505.5, 552.0]	[504.0, 564.0]	[502.5, 582.0]	[514.5, 579.0]	[526.5, 579.0]	[538.5, 579.0]	[550.5, 579.0]	[562.5, 577.5]																																																																															
[507.0, 586.5]	[519.0, 586.5]	[531.0, 586.5]	[543.0, 588.0]	[555.0, 588.0]	[567.0, 589.5]	[568.5, 607.5]	[568.5, 619.5]	[565.5, 640.5]	[567.0, 652.5]	[567.0, 664.5]	[571.5, 666.0]	[571.5, 654.0]																																																																																						
[540.0, 670.5]	[540.0, 658.5]	[540.0, 646.5]	[532.5, 642.0]	[525.0, 631.5]	[513.0, 631.5]																																																																																													
[507.0, 595.5]	[505.5, 607.5]	[505.5, 619.5]	[505.5, 631.5]	[504.0, 649.5]	[513.0, 639.0]	[525.0, 639.0]	[529.5, 646.5]	[549.0, 639.0]	[561.0, 639.0]																																																																																									
[565.5, 582.0]	[553.5, 582.0]	[541.5, 582.0]	[529.5, 582.0]	[517.5, 582.0]	[505.5, 585.0]	[504.0, 595.5]	[516.0, 595.5]	[528.0, 595.5]	[541.5, 595.5]	[553.5, 595.5]																																																																																								
[564.0, 525.0]	[552.0, 523.5]	[540.0, 523.5]	[528.0, 523.5]	[516.0, 523.5]	[504.0, 523.5]	[502.5, 520.5]	[514.5, 520.5]	[526.5, 520.5]	[538.5, 520.5]	[550.5, 520.5]	[562.5, 520.5]	[567.0, 514.5]	[565.5, 502.5]	[565.5, 490.5]	[565.5, 478.5]	[565.5, 466.5]	[555.0, 459.0]	[543.0, 459.0]	[531.0, 459.0]	[519.0, 459.0]	[507.0, 459.0]																																																																													
[498.0, 445.5]	[510.0, 447.0]	[522.0, 445.5]	[534.0, 445.5]	[546.0, 445.5]	[558.0, 447.0]																																																																																													
[553.5, 433.5]	[541.5, 433.5]	[529.5, 436.5]	[517.5, 436.5]	[505.5, 436.5]																																																																																														
[496.5, 444.0]	[508.5, 442.5]	[520.5, 441.0]	[532.5, 441.0]	[544.5, 441.0]	[556.5, 442.5]	[568.5, 442.5]	[564.0, 433.5]	[552.0, 438.0]	[540.0, 436.5]	[526.5, 427.5]	[529.5, 415.5]	[526.5, 399.0]	[526.5, 387.0]	[526.5, 385.5]	[514.5, 384.0]	[502.5, 385.5]	[502.5, 385.5]	[502.5, 397.5]	[504.0, 411.0]	[504.0, 424.5]	[495.0, 435.0]	[502.5, 436.5]	[514.5, 433.5]	[526.5, 433.5]																																																																										
[517.5, 415.5]	[505.5, 415.5]	[504.0, 415.5]	[516.0, 412.5]	[535.5, 415.5]	[547.5, 415.5]	[547.5, 406.5]	[535.5, 406.5]																																																																																											
[547.5, 412.5]	[535.5, 412.5]	[516.0, 403.5]	[504.0, 399.0]	[499.5, 406.5]	[511.5, 406.5]	[523.5, 406.5]	[531.0, 423.0]																																																																																											
[562.5, 417.0]	[562.5, 429.0]	[573.0, 441.0]																																																																																																
[558.0, 405.0]	[561.0, 393.0]	[553.5, 385.5]	[541.5, 385.5]	[529.5, 376.5]	[517.5, 378.0]																																																																																													
[504.0, 372.0]	[516.0, 372.0]	[528.0, 372.0]	[540.0, 373.5]	[552.0, 373.5]																																																																																														
[564.0, 370.5]	[552.0, 366.0]	[540.0, 366.0]	[528.0, 366.0]	[516.0, 366.0]	[504.0, 366.0]	[502.5, 355.5]	[514.5, 352.5]	[526.5, 351.0]	[538.5, 352.5]	[550.5, 354.0]	[552.0, 345.0]	[540.0, 342.0]	[528.0, 340.5]	[516.0, 342.0]	[504.0, 345.0]	[499.5, 339.0]	[511.5, 331.5]	[523.5, 330.0]	[535.5, 328.5]	[547.5, 331.5]	[559.5, 334.5]																																																																													
[547.5, 331.5]	[561.0, 343.5]	[561.0, 358.5]	[559.5, 378.0]	[558.0, 390.0]	[558.0, 402.0]	[561.0, 411.0]	[558.0, 421.5]	[564.0, 438.0]																																																																																										
[550.5, 403.5]	[538.5, 403.5]	[529.5, 399.0]	[529.5, 387.0]																																																																																															
[505.5, 333.0]	[501.0, 345.0]	[499.5, 357.0]	[499.5, 369.0]	[499.5, 381.0]	[499.5, 393.0]	[501.0, 405.0]	[499.5, 417.0]	[499.5, 429.0]	[498.0, 442.5]	[505.5, 454.5]	[517.5, 454.5]	[529.5, 454.5]	[541.5, 454.5]	[553.5, 454.5]																																																																																				
[502.5, 532.5]	[502.5, 544.5]	[501.0, 556.5]	[501.0, 568.5]	[501.0, 580.5]	[502.5, 592.5]	[501.0, 604.5]	[501.0, 616.5]	[502.5, 628.5]	[501.0, 640.5]	[502.5, 652.5]	[502.5, 664.5]	[510.0, 672.0]																																																																																						
[564.0, 573.0]	[564.0, 561.0]	[562.5, 549.0]	[568.5, 537.0]	[561.0, 532.5]	[549.0, 532.5]	[537.0, 531.0]	[525.0, 531.0]	[513.0, 531.0]	[501.0, 535.5]																																																																																									
[463.5, 406.5]	[463.5, 418.5]	[463.5, 430.5]	[463.5, 442.5]	[463.5, 454.5]	[463.5, 466.5]	[463.5, 478.5]	[463.5, 490.5]	[463.5, 502.5]	[463.5, 514.5]	[463.5, 526.5]	[463.5, 538.5]	[463.5, 550.5]	[463.5, 562.5]	[463.5, 574.5]	[463.5, 586.5]	[463.5, 598.5]	[463.5, 610.5]	[463.5, 622.5]	[463.5, 634.5]	[463.5, 646.5]	[463.5, 658.5]	[466.5, 670.5]																																																																												
[451.5, 678.0]	[439.5, 679.5]	[427.5, 681.0]	[415.5, 681.0]	[403.5, 687.0]	[391.5, 690.0]	[379.5, 691.5]	[367.5, 693.0]	[355.5, 696.0]	[346.5, 690.0]	[346.5, 678.0]	[348.0, 666.0]	[348.0, 654.0]	[348.0, 642.0]	[349.5, 630.0]	[349.5, 618.0]	[339.0, 619.5]	[327.0, 628.5]																																																																																	
[339.0, 627.0]	[339.0, 639.0]	[339.0, 651.0]	[337.5, 663.0]	[337.5, 675.0]	[337.5, 687.0]																																																																																													
[334.5, 700.5]	[340.5, 684.0]	[342.0, 672.0]	[342.0, 660.0]	[342.0, 648.0]	[343.5, 636.0]	[343.5, 624.0]	[340.5, 613.5]	[328.5, 619.5]	[339.0, 613.5]	[349.5, 601.5]	[351.0, 586.5]	[339.0, 594.0]	[337.5, 585.0]	[349.5, 579.0]	[343.5, 597.0]	[340.5, 609.0]	[328.5, 627.0]	[327.0, 639.0]	[327.0, 651.0]	[325.5, 663.0]	[325.5, 675.0]	[324.0, 687.0]	[324.0, 699.0]	[316.5, 703.5]	[304.5, 712.5]	[292.5, 723.0]																																																																								
[306.0, 711.0]	[292.5, 723.0]	[285.0, 735.0]	[285.0, 747.0]	[288.0, 760.5]	[286.5, 772.5]	[286.5, 784.5]	[285.0, 796.5]	[280.5, 808.5]	[280.5, 820.5]	[279.0, 832.5]	[279.0, 844.5]																																																																																							
[48.0, 802.5]	[51.0, 790.5]	[52.5, 778.5]	[54.0, 766.5]	[61.5, 754.5]	[63.0, 742.5]	[64.5, 730.5]	[66.0, 718.5]																																																																																											
[100.5, 642.0]	[93.0, 643.5]	[112.5, 628.5]	[111.0, 616.5]	[112.5, 604.5]	[114.0, 592.5]	[111.0, 576.0]	[106.5, 568.5]	[105.0, 565.5]	[117.0, 556.5]	[106.5, 564.0]	[103.5, 576.0]	[102.0, 588.0]	[100.5, 600.0]	[99.0, 612.0]	[97.5, 624.0]	[96.0, 634.5]	[108.0, 630.0]	[112.5, 634.5]																																																																																
[144.0, 616.5]	[132.0, 622.5]	[153.0, 607.5]	[150.0, 589.5]	[151.5, 577.5]	[150.0, 561.0]	[150.0, 549.0]	[144.0, 543.0]	[142.5, 540.0]	[154.5, 529.5]	[147.0, 534.0]	[142.5, 546.0]	[139.5, 558.0]	[138.0, 570.0]	[138.0, 582.0]	[136.5, 594.0]	[135.0, 606.0]	[142.5, 616.5]	[133.5, 612.0]	[147.0, 606.0]																																																																															
[195.0, 582.0]	[183.0, 589.5]	[172.5, 592.5]	[184.5, 580.5]	[186.0, 568.5]	[187.5, 556.5]	[189.0, 544.5]	[192.0, 532.5]	[192.0, 520.5]	[186.0, 513.0]	[184.5, 510.0]	[196.5, 499.5]	[193.5, 501.0]	[186.0, 513.0]	[183.0, 525.0]	[181.5, 537.0]	[180.0, 549.0]	[180.0, 561.0]	[178.5, 573.0]	[186.0, 583.5]	[171.0, 589.5]	[183.0, 582.0]	[195.0, 576.0]																																																																												
